Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Amount,Class
121958,-1.3137578136860328,-1.0953016150698571,-0.16879678670214526,0.11095609606804342,0.7869695655549953,-0.8911330086014864,-1.0631090366494642,0.13808715313362985,-0.2584007202071684,0.9267209977715248,83.1249005546398,0
146867,0.48735980319038374,0.5553793476332188,-0.10448134637686655,2.3555802585682057,-0.83774798159376,0.610809833754775,-1.2696899870731073,-1.0734676777394523,-0.607345598765455,1.629323336618026,214.5985533962005,0
131932,0.2638944304540191,-0.5904780685443752,0.3744363259545732,0.035147881424508566,-0.4919733691391198,-1.3966288557882276,1.43854248451229,0.20981812871004196,2.1737383734682387,0.9403216205408799,197.17776477492384,0
103694,0.5513197247610424,-0.435204328616967,-1.0953455638569167,-0.21773098448844722,-1.1242925942058308,0.6501903807307544,1.6326524976971304,-0.2609122661171302,0.944490972391197,-0.6892290702168566,29.530908440939143,0
119879,-0.3024668382073511,-0.814963984565443,-2.1331330350705104,-0.0365333499186106,0.12845173759775266,1.0658609987616374,0.7954382526692877,0.8089528990389954,-0.974036223117877,0.45949730607069206,29.449688396474855,0
110268,1.5825939654815921,0.3798678507090812,1.8285936130649973,2.0189661111198633,-0.26846827029164544,-0.6969397450805717,-0.7614621654189501,-1.51613582010322,-0.5184028994155219,1.2076654497562465,141.00839779009766,0
54886,-2.20403757525124,-1.0374534007137464,-0.1271314416519976,-0.8771852006217002,-0.5272859442402204,-0.5123296744223036,-0.25754022006174887,-0.7294546961097387,-0.8112132138555481,0.9343097459212313,98.98046796093054,0
137337,1.0496541778603452,-1.3805433452474094,-2.759597399272884,1.063374849570931,-1.2288004185521375,0.21274483845973985,-1.5656718730282173,1.297754985259672,2.5436678953015277,0.18280690920533663,184.35161726792916,0
168266,-0.09410264845951667,-0.32213957519006386,0.7817993113129117,0.5676867509345856,1.0034984535528646,-0.6279165225980826,0.34011770640464495,-0.5424680667061961,-1.0577156480700542,-0.041015421003463615,138.36647395464695,0
87498,-0.9225127303770821,1.1737269977425884,-0.861920378015823,0.3635459406873598,-0.6034222987597224,0.2770627504375121,-0.5239965734553564,-1.2572112748575375,0.48377274095184525,-0.23541562191322188,226.6424635165228,0
112727,0.28598494072245934,-0.4288429356304376,-1.327936513768452,1.0831785970562564,0.7367577554410882,-0.5669609755532439,0.06977921349879786,1.042019483162937,-0.45703833586239695,-0.30188450519055177,177.60622223309812,0
126324,0.24363250000737366,-0.459091063554586,0.8570919969870224,-0.1689007803074379,-0.784035874993974,0.6086388298739945,-1.1421306494313468,2.0148785611242137,1.5824963635802025,0.5134954769210153,157.6618439312462,0
16023,0.42933102181990196,0.38244141781929847,-0.4890947859189071,0.2973096456808423,-0.9231326104578483,0.5038184184401812,0.8678469430312954,-0.3780861009833345,-0.5951017941547194,-1.2124770246479097,71.83002237570608,0
41090,1.457955233565691,-0.5156640338422114,-0.19873903601662316,0.3001555849957256,0.2822076428899346,0.7465600956810698,-0.3793299198383287,-1.138667938470913,-1.313665308972316,-0.5792552328428465,65.97430126705243,0
67221,-0.951850474674624,-0.3036167053077582,1.3075788107599826,-0.37727820588368893,-0.3776508613345567,-0.016398776255788415,-0.4056249912120662,-0.067391235718194,0.5408692224813465,0.884751054763314,95.85928122357593,0
